index,event_annotation_id,event_id,argtext,Text,Important,Goal_Test,annotator_ID,Goal_Test_2,Final_Goal_Test
891,3323,435,A yellow fever outbreak,,,important,0,A yellow fever outbreak in Angola, in 
892,3325,435,Angola,,,important,0,,
893,3327,436,Southkorea,,,important,0,Southkorea withdrawing its nationals, withdrawing 
894,3328,436,its nationals,,,important,0,All four remaining occupiers leave refuge and surrender,All four remaining occupiers leave refuge and surrender
895,3341,437,All four remaining occupiers,,,important,0,All four remaining leave refuge and surrender,All four remaining leave 
896,3342,437,refuge and surrender,,,important,0,,
897,3343,438,At least 52 inmates,,,important,0,At least 52 inmates killed in a riot and fire, killed in 
898,3344,438,a riot and fire,,,important,0,,
899,3347,439,Charlot Salwai,,,important,0,Charlot Salwai elected Vanuatu, elected 
900,3349,439,Vanuatu,,,important,0,JosAc Ignacio Peralta sworn in Colima,JosAc Ignacio Peralta sworn in Colima
901,3351,440,JosAc Ignacio Peralta,,,important,0,JosAc Ignacio sworn in Colima,JosAc Ignacio sworn in 
902,3353,440,Colima,,,important,0,,
903,3362,441,Fiona Nash,,,important,0,Fiona Nash elected as new deputy leader, elected as 
904,3363,441,new deputy leader,,,important,0,,
905,3365,442,FranAsois Hollande,,,important,0,FranAsois Hollande reshuffles his cabinet, reshuffles 
906,3366,442,his cabinet,,,important,0,,
907,3370,443,Protesters,,,important,0,Protesters demanding a dollar fifteen minimum wage, demanding 
908,3371,443,a dollar fifteen minimum wage,,,important,0,,
909,3380,444,The LIGO Scientific Collaboration experiment,,,important,0,The LIGO Scientific Collaboration experiment announces first direct observation, announces 
910,3381,444,first direct observation,,,important,0,,
911,3383,445,Sunderland A F. C.,,,important,0,Sunderland A F. C. terminate contract, terminate 
912,3384,445,contract,,,important,0,,
913,3390,446,suspected Islamist militants,,,important,0,suspected Islamist militants on a MINUSMA base, on 
914,3391,446,a MINUSMA base,,,important,0,,
915,3397,447,A Libyan Air Force MiG23,,,important,0,A Libyan Air Force MiG23 shot down Benghazi, shot down 
916,3399,447,Benghazi,,,important,0,,
917,3409,448,At least five policemen,,,important,0,At least five policemen killed in Aden, killed in 
918,3412,448,Aden,,,important,0,Evgeny Lebedev owner of British national newspaper,Evgeny Lebedev owner of British national newspaper
919,3413,449,Evgeny Lebedev owner,,,important,0,Evheny Lebedev owner of British national newspaper,Evheny Lebedev owner of 
920,3414,449,British national newspaper,,,important,0,,
921,3425,450,apartment complex rubble,,,important,0,apartment complex rubble in Tainan, in 
922,3426,450,Tainan,,,important,0,,
923,3432,451,air pollution worlds,,,important,0,air pollution worlds fourth highest risk factor for death, fourth highest risk factor for 
924,3433,451,death,,,important,0,,
925,3438,452,Munich,,,important,0,Munich agreed to a ceasefire, agreed to 
926,3439,452,a ceasefire,,,important,0,,
927,3444,453,Moscow,,,important,0,Moscow in Havana Cuba, in 
928,3445,453,Havana Cuba,,,important,0,,
929,3452,454,alQaeda and LashkareJhangvi,,,important,0,alQaeda and LashkareJhangvi plotting attacks, plotting 
930,3454,454,attacks,,,important,0,,
931,3459,455,Independence High School,,,important,0,Independence High School in Glendale Arizona, in 
932,3460,455,Glendale Arizona,,,important,0,,
933,3466,456,Cairo thousands,,,important,0,Cairo thousands of doctors protest against police impunity, of doctors protest against 
934,3468,456,police impunity,,,important,0,,
935,3482,457,Stuart Robert,,,important,0,Stuart Robert representing Liberal Party Australias Minister, representing 
936,3483,457,Liberal Party Australias Minister,,,important,0,,
937,3492,458,South Sudan,,,important,0,South Sudan appoints rebel leader Riek Machar, appoints 
938,3493,458,rebel leader Riek Machar,,,important,0,Jim Gilmore suspends his campaign,Jim Gilmore suspends his campaign
939,3496,459,Jim Gilmore,,,important,0,Jim Gilmore suspends his compaign, suspends his compaign
940,3497,459,his campaign,,,important,0,,
941,3499,460,The US Senate,,,important,0,The US Senate confirms nominations, confirms 
942,3500,460,nominations,,,important,0,,
943,3509,461,Several Sangin security force members,,,important,0,Several Sangin security force members killed by Taliban suicide attacks, killed by 
944,3510,461,Taliban suicide attacks,,,important,0,,
945,3514,462,Ansar Dine,,,important,0,Ansar Dine linked to AlQaeda, linked to 
946,3516,462,AlQaeda,,,important,0,,
947,3529,463,Weiguan Golden Dragon highrise tower,,,important,0,Weiguan Golden Dragon highrise tower in Tainan, in 
948,3530,463,Tainan,,,important,0,,
949,3532,464,underconstruction Abu Dhabi Plaza,,,important,0,underconstruction Abu Dhabi Plaza in Astana Kazakhstan, in 
950,3533,464,Astana Kazakhstan,,,important,0,,
951,3534,465,A dangerous cold snap,,,important,0,A dangerous cold snap hits northeastern US, hits 
952,3535,465,northeastern US,,,important,0,,
953,3545,466,Harrisburg Pennsylvania,,,important,0,Harrisburg Pennsylvania in US, in 
954,3546,466,US,,,important,0,,
955,3551,467,magnitude five earthquake strike,,,important,0,magnitude five earthquake strike in Oklahoma, in Oklahoma
956,3552,467,oklahoma states,,,important,0,,
957,3556,468,US decision,,,important,0,US decision to sell more F16 fighter jets, to sell 
958,3557,468,more F16 fighter jets,,,important,0,,
959,3559,469,Albert Pahimi PadackAc,,,important,0,Albert Pahimi PadackAc replacing Kalzeubet Pahimi Deubet, replacing 
960,3562,469,Kalzeubet Pahimi Deubet,,,important,0,,
961,3563,470,US Supreme Court Justice Antonin Scalia,,,important,0,US Supreme Court Justice Antonin Scalia dies at age 79, dies at 
962,3564,470,age 79,,,important,0,,
963,3566,471,civilian casualties,,,important,0,civilian casualties reached a record level, reached 
964,3567,471,a record level,,,important,0,,
965,3571,472,Saudi air defenses,,,important,0,Saudi air defenses intercept a Scud missile, intercept 
966,3572,472,a Scud missile,,,important,0,,
967,3583,473,Israel,,,important,0,Israel shot dead five Palestinian attackers, shot 
968,3585,473,dead five Palestinian attackers,,,important,0,,
969,3587,474,The Revenant,,,important,0,The Revenant wins best film, wins 
970,3588,474,best film,,,important,0,,
971,3594,475,a magnitude 5.8 earthquake strikes,,,important,0,a magnitude 5.8 earthquake strikes in New Zealand, in 
972,3596,475,New Zealand,,,important,0,,
973,3605,476,The cold snap,,,important,0,The cold snap continues in northeastern US, continues in 
974,3606,476,northeastern US,,,important,0,,
975,3613,477,a road accident,,,important,0, a road accident near Stockholm Sweden,  near 
976,3614,477,Stockholm Sweden,,,important,0,,
977,3615,478,The earthquake death toll,,,important,0,The earthquake death toll rises to one hundred, rises to 
978,3616,478,one hundred,,,important,0,,
979,3627,479,New Hampshire subzero temperatures,,,important,0,New Hampshire subzero temperatures in White Mountains, in 
980,3628,479,White Mountains,,,important,0,,
981,3631,480,Slovenia,,,important,0,Slovenia clamping down migrants, clamping down 
982,3634,480,migrants,,,important,0,,
983,3636,481,Voters,,,important,0,Voters in Central African Republic, in 
984,3637,481,Central African Republic,,,important,0,,
985,3648,482,Jocelerme Privert,,,important,0,Jocelerme Privert elected as interim President, elected as 
986,3649,482,interim President,,,important,0,,
987,3652,483,The 2016 NBA AllStar Game,,,important,0,The 2016 NBA AllStar Game held in Toronto Canada, held in 
988,3653,483,Toronto Canada,,,important,0,,
989,3657,484,India,,,important,0,India imposes a curfew, imposes 
990,3658,484,a curfew,,,important,0,,
991,3665,485,A car bomb,,,important,0,A car bomb kills two policemen, kills 
992,3666,485,two policemen,,,important,0,,
993,3670,486,Crossborder,,,important,0,Crossborder shelling from Yemen, shelling from 
994,3671,486,Yemen,,,important,0,,
995,3674,487,Ed Sheeran,,,important,0,Ed Sheeran wins Grammy Award, wins 
996,3675,487,Grammy Award,,,important,0,,
997,3680,488,nine Indian Army soldiers,,,important,0,nine Indian Army soldiers killed on Siachen Glacier, killed on 
998,3682,488,Siachen Glacier,,,important,0,,
999,3684,489,Authorities,,,important,0,Authorities in Chinese city, in 
1000,3685,489,Chinese city,,,important,0,,
1001,3691,490,Three South Korean army soldiers,,,important,0,Three South Korean army soldiers die after a Bell UH1 Iroquois helicopter crashes, die after 
1002,3692,490,a Bell UH1 Iroquois helicopter crashes,,,important,0,,
1003,3695,491,Ukraine,,,important,0,Ukraine bans Russian cargo trucks, bans 
1004,3696,491,Russian cargo trucks,,,important,0,,
1005,3704,492,Bosnia and Herzegovina,,,important,0,Bosnia and Herzegovina applies to join European Union, applies to join 
1006,3705,492,European Union,,,important,0,,
1007,3707,493,a twoday summit,,,important,0,a twoday summit in Rancho Mirage California, in 
1008,3708,493,Rancho Mirage California,,,important,0,,
1009,3720,494,Israel Ehud Olmert,,,important,0,Israel Ehud Olmert admiited guilty in four different corruption investigations, admiited guilty in 
1010,3726,494,four different corruption investigations,,,important,0,,
1011,3729,495,Al Qaeda,,,important,0,Al Qaeda in 2010, in 
1012,3730,495,2010,,,important,0,,
1013,3731,496,Officials,,,important,0,Officials counting ballots, counting 
1014,3732,496,ballots,,,important,0,,
1015,3738,497,Three Americans,,,important,0,Three Americans freed by Iraqi National Intelligence Service, freed by 
1016,3741,497,Iraqi National Intelligence Service,,,important,0,,
1017,3742,498,The jewels,,,important,0,The jewels of former Philippine First Lady Imelda Marcos, of 
1018,3743,498,former Philippine First Lady Imelda Marcos,,,important,0,,
1019,3749,499,more than 200 years Mozarts and Salieris,,,important,0,more than 200 years Mozarts and Salieris lost cantata, lost 
1020,3750,499,cantata,,,important,0,,
1021,3769,500,united states,,,important,0,united states permitted in 12 authorized categories, permitted in 
1022,3770,500,12 authorized categories,,,important,0,,
1023,3772,501,Four American journalists,,,important,0,Four American journalists charged by Bahrain, charged by 
1024,3773,501,Bahrain,,,important,0,,
1025,3789,502,samesex marriage,,,important,0,samesex marriage prompting condemnation, prompting 
1026,3790,502,condemnation,,,important,0,,
1027,3795,503,at least thirteen recruits,,,important,0,at least thirteen recruits at a Yemeni Army base, at 
1028,3796,503,a Yemeni Army base,,,important,0,,
1029,3806,504,a Turkish Armed Forces barracks,,,important,0,a Turkish Armed Forces barracks in Ankara Turkey, in 
1030,3807,504,Ankara Turkey,,,important,0,,
1031,3821,505,Basra,,,important,0,Basra in November 2015, in 
1032,3822,505,November 2015,,,important,0,,
1033,3825,506,three people,,,important,0,three people found alive in rubble, found alive in 
1034,3826,506,rubble,,,important,0,,
1035,3832,507,a lost Spanish settlement,,,important,0,a lost Spanish settlement in Florida, in 
1036,3833,507,Florida,,,important,0,,
1037,3837,508,Iran,,,important,0,Iran increase its crude oil Output, increase 
1038,3839,508,its crude oil Output,,,important,0,,
1039,3844,509,Canadian multinational aerospace and transportation company Bombardier Inc,,,important,0,Canadian multinational aerospace and transportation company Bombardier Inc cut 7000 jobs, cut 
1040,3845,509,7000 jobs,,,important,0,,
1041,3849,510,Four US F22 stealth fighters,,,important,0,Four US F22 stealth fighters escorted by other US and South Korean jets, escorted by 
1042,3850,510,other US and South Korean jets,,,important,0,,
1043,3860,511,Hungarian Prime Minister Viktor,,,important,0,Hungarian Prime Minister Viktor meets with Russian President Vladimir Putin, meets with 
1044,3862,511,Russian President Vladimir Putin,,,important,0,,
1045,3874,512,Germany,,,important,0,Germany calls for a nofly zone, calls for 
1046,3875,512,a nofly zone,,,important,0,,
1047,3887,513,Royal Air Force Typhoons,,,important,0,Royal Air Force Typhoons intercept two Russian Tupolev Tu160 strategic bombers, intercept 
1048,3888,513,two Russian Tupolev Tu160 strategic bombers,,,important,0,,
1049,3891,514,Russias Finance Ministry,,,important,0,Russias Finance Ministry sues Ukraine, sues 
1050,3892,514,Ukraine,,,important,0,,
1051,3900,515,opposition leader Sheikh Imran Abdulla,,,important,0,opposition leader Sheikh Imran Abdulla for terrorism, for 
1052,3901,515,terrorism,,,important,0,,
1053,3906,516,Apple Inc,,,important,0,Apple Inc appeal a court order, appeal 
1054,3908,516,a court order,,,important,0,,
1055,3912,517,theUS South Dakota,,,important,0,theUS South Dakota passes a bill, passes 
1056,3914,517,a bill,,,important,0,,
1057,3926,518,International Rehabilitation Council,,,important,0,International Rehabilitation Council for Torture Victims IRCT, for 
1058,3927,518,Torture Victims IRCT,,,important,0,,
1059,3934,519,a sewer system,,,important,0,a sewer system underneath La Modelo prison, underneath 
1060,3935,519,La Modelo prison,,,important,0,,
1061,3949,520,Seven candidates,,,important,0,Seven candidates vying to unseat President Museveni, vying to unseat 
1062,3950,520,President Museveni,,,important,0,,
1063,3960,521,FenerbahAse SK,,,important,0,FenerbahAse SK pulled off his teams jersey, pulled off 
1064,3961,521,his teams jersey,,,important,0,,
1065,3965,522,A roadside bomb,,,important,0,A roadside bomb hits a military convoy, hits 
1066,3966,522,a military convoy,,,important,0,,
1067,3969,523,Fighting,,,important,0,Fighting occurs between Shilluk and Dinka youths, occurs between 
1068,3970,523,Shilluk and Dinka youths,,,important,0,,
1069,3980,524,The Syrian Army,,,important,0,The Syrian Army backed by Russian Air Force, backed by 
1070,3981,524,Russian Air Force,,,important,0,,
1071,3986,525,Venezuela,,,important,0,Venezuela facing an economic crisis, facing 
1072,3987,525,an economic crisis,,,important,0,,
1073,3992,526,At least 71 people,,,important,0,At least 71 people killed in a headon collision, killed in 
1074,3993,526,a headon collision,,,important,0,,
1075,4003,527,abortion,,,important,0,abortion addressing lifethreatening problem Zika virus , addressing  
1076,4004,527,lifethreatening problem Zika virus,,,important,0,,
1077,4006,528,Northkorea,,,important,0,Northkorea planning a terrorist attack, planning 
1078,4007,528,a terrorist attack,,,important,0,,
1079,4016,529,US Barack Obama,,,important,0,US Barack Obama will visit Cuba, will visit Cuba
1080,4020,529,cuba,,,important,0,,
1081,4022,530,Xenophobic mob,,,important,0,Xenophobic mob blocks a refugee bus, blocks 
1082,4023,530,a refugee bus,,,important,0,,
1083,4026,531,Nike Inc,,,important,0,Nike Inc drops Manny Pacquiao, drops 
1084,4027,531,Manny Pacquiao,,,important,0,,
1085,4034,532,a newly found document,,,important,0,a newly found document seized this week, seized 
1086,4035,532,this week,,,important,0,,
1087,4044,533,US Air Force warplanes,,,important,0,US Air Force warplanes carry out airstrikes, carry out 
1088,4045,533,airstrikes,,,important,0,,
1089,4049,534,Two suicide bombers,,,important,0,Two suicide bombers kill at least 24 people, kill 
1090,4050,534,at least 24 people,,,important,0,,
1091,4054,535,Three Palestinian assailants,,,important,0,Three Palestinian assailants shot dead in separate attacks, shot dead in 
1092,4055,535,separate attacks,,,important,0,,
1093,4062,536,a nearby oilfield,,,important,0,a nearby oilfield in Syrias northeast AlHasakah Governorate following heavy clashes, in  following heavy clashes
1094,4063,536,Syrias northeast AlHasakah Governorate,,,important,0,,
1095,4072,537,American author Harper Lee,,,important,0,American author Harper Lee dies at 89, dies at 
1096,4074,537,89,,,important,0,,
1097,4075,538,Italian author,,,important,0,Italian author dies at 84, dies at 
1098,4078,538,84,,,important,0,,
1099,4079,539,Yahoo Inc,,,important,0,Yahoo Inc created a committee, created 
1100,4081,539,a committee,,,important,0,,
1101,4086,540,William C. Dudley,,,important,0,William C. Dudley reappointed President, reappointed 
1102,4087,540,President,,,important,0,,
1103,4091,541,Cyclone Winston,,,important,0,Cyclone Winston head towards Fiji, head towards 
1104,4092,541,Fiji,,,important,0,,
1105,4098,542,Zika virus,,,important,0,Zika virus diagnosed in South Africa, diagnosed in 
1106,4099,542,South Africa,,,important,0,,
1107,4100,543,The US Consumer Product Safety Commission orders manufacturers,,,important,0,The US Consumer Product Safety Commission orders manufacturers selfbalancing scooters hoverboards, selfbalancing 
1108,4101,543,scooters hoverboards,,,important,0,,
1109,4111,544,New Zealand Prime Minister John Key,,,important,0,New Zealand Prime Minister John Key willing to accept some asylum seekers, willing to accept 
1110,4113,544,some asylum seekers,,,important,0,,
1111,4117,545,Serbia,,,important,0,Serbia closes its southern border, closes 
1112,4118,545,its southern border,,,important,0,,
1113,4125,546,European Union,,,important,0,European Union agree on reforms, agree on 
1114,4127,546,reforms,,,important,0,,
1115,4133,547,Christiana Figueres executive secretary,,,important,0,Christiana Figueres executive secretary resign in July, resign in 
1116,4137,547,July,,,important,0,,
1117,4143,548,FBI,,,important,0,FBI hack a phone, hack 
1118,4144,548,a phone,,,important,0,,
1119,4153,549,Apple Inc,,,important,0,Apple Inc refused to comply a court order, refused to comply 
1120,4154,549,a court order,,,important,0,,
1121,4167,550,Police,,,important,0,Police raid Besigyes Forum, raid 
1122,4168,550,Besigyes Forum,,,important,0,,
1123,4176,551,Kosovo opposition lawmakers,,,important,0,Kosovo opposition lawmakers twice disrupt todays session, twice disrupt 
1124,4177,551,todays session,,,important,0,,
1125,4190,552,Jat agricultural community,,,important,0,Jat agricultural community in Rohtak India, in 
1126,4191,552,Rohtak India,,,important,0,,
1127,4204,553,Congressional primaries,,,important,0,Congressional primaries rescheduled June seven, rescheduled 
1128,4205,553,June seven,,,important,0,,
1129,4210,554,Libya,,,important,0,Libya in November 2015, in 
1130,4211,554,November 2015,,,important,0,,
1131,4225,555,AlQaeda militants,,,important,0,AlQaeda militants take control, take 
1132,4226,555,control,,,important,0,,
1133,4230,556,A US Air Force,,,important,0,A US Air Force operated MQ9 Reaper, operated 
1134,4231,556,MQ9 Reaper,,,important,0,,
1135,4235,557,Italian refugee documentary Fire,,,important,0,Italian refugee documentary Fire at Sea, at 
1136,4236,557,Sea,,,important,0,,
1137,4241,558,evacuation centres,,,important,0,evacuation centres activated in Fiji, activated in 
1138,4242,558,Fiji,,,important,0,,
1139,4254,559,A pause,,,important,0,A pause in Russian bombardments, in 
1140,4255,559,Russian bombardments,,,important,0,,
1141,4256,560,Jat protesters,,,important,0,Jat protesters shut down 70 percent, shut down 
1142,4257,560,70 percent,,,important,0,,
1143,4264,561,French authorities,,,important,0,French authorities give up 100 migrants, give up 100 migrants
1144,4265,561,1000 migrants,,,important,0,,
1145,4272,562,multiple shooting incidents,,,important,0,multiple shooting incidents in Kalamazoo County, in 
1146,4273,562,Kalamazoo County,,,important,0,,
1147,4277,563,fire,,,important,0,fire in Bautzen German state, in 
1148,4278,563,Bautzen German state,,,important,0,,
1149,4284,564,China Limited,,,important,0,China Limited replace Xiao Gang, replace 
1150,4285,564,Xiao Gang,,,important,0,,
1151,4295,565,Election,,,important,0,Election held in an intimidating atmosphere, held in 
1152,4296,565,an intimidating atmosphere,,,important,0,,
1153,4301,566,Damascus suburb Sayyidah Zaynab Rif Dimashq Governorate,,,important,0,Damascus suburb Sayyidah Zaynab Rif Dimashq Governorate claims responsibility, claims 
1154,4302,566,responsibility,,,important,0,,
1155,4303,567,The Libyan National Army,,,important,0,The Libyan National Army taken control of Ajdabiya,taken
1156,4305,567,control,,,important,0,,of
1157,4307,567,Ajdabiya,,,important,0,,
1158,4315,568,second consecutive day,,,important,0,second consecutive day in Pampore Jammu, in 
1159,4316,568,Pampore Jammu,,,important,0,,
1160,4320,569,A Hindu priest,,,important,0,A Hindu priest hacked to death, hacked to 
1161,4321,569,death,,,important,0,,
1162,4329,570,At least five people,,,important,0,At least five people are dead after Cyclone Winston, are dead after 
1163,4331,570,Cyclone Winston,,,important,0,,
1164,4333,571,Greece,,,important,0,Greece closed its borders, closed 
1165,4335,571,its borders,,,important,0,,
1166,4338,572,Germany,,,important,0,Germany sending troops to Tunisia,sending
1167,4339,572,troops,,,important,0,,to
1168,4340,572,Tunisia,,,important,0,,
1169,4348,573,a tentative ceasefire agreement,,,important,0,a tentative ceasefire agreement reached with Russian Foreign Minister Sergey Lavrov, reached with 
1170,4349,573,Russian Foreign Minister Sergey Lavrov,,,important,0,,
1171,4351,574,Thousands,,,important,0,Thousands protest outside Japanese parliament, protest outside 
1172,4352,574,Japanese parliament,,,important,0,,
1173,4363,575,shooting spree,,,important,0,shooting spree resulted in six deaths, resulted in 
1174,4364,575,six deaths,,,important,0,,
1175,4386,576,beaches and islands,,,important,0,beaches and islands popular with foreign tourists, popular with 
1176,4387,576,foreign tourists,,,important,0,,
1177,4388,577,Pope Francis,,,important,0,Pope Francis calls for a worldwide ban, calls for 
1178,4389,577,a worldwide ban,,,important,0,,
1179,4397,578,Comoros,,,important,0,Comoros go for presidential election, go for presidential election
1180,4399,578,a presidential election,,,important,0,,
1181,4401,579,Voters,,,important,0,Voters in Niger, in 
1182,4402,579,Niger,,,important,0,,
1183,4406,580,Ri Myongsu,,,important,0,,
1185,4414,581,London Boris Johnson,,,important,0,London Boris Johnson campaigning for United Kingdom, campaigning for 
1186,4416,581,United Kingdom,,,important,0,,
1187,4418,582,Ashraf Rifi,,,important,0,Ashraf Rifi resigns as Minister, resigns as 
1188,4419,582,Minister,,,important,0,,
1189,4431,583,elections,,,important,0,elections scheduled for April 24, scheduled for 
1190,4432,583,April 24,,,important,0,,
1191,4433,584,Bolivian voters,,,important,0,Bolivian voters reject a constitutional amendment, reject 
1192,4434,584,a constitutional amendment,,,important,0,,
1193,4441,585,PiliPinas Debates,,,important,0,PiliPinas Debates kicks off in Cagayan, kicks off in 
1194,4443,585,Cagayan,,,important,0,,
1195,4445,586,Denny Hamlin,,,important,0,Denny Hamlin wins 2016 Daytona 500, wins 
1196,4446,586,2016 Daytona 500,,,important,0,,
1197,4455,587,Kashmiri forces,,,important,0,Kashmiri forces fighting Jammu Kashmir Liberation Front militants, fighting 
1198,4456,587,Jammu Kashmir Liberation Front militants,,,important,0,,
1199,4461,588,A suicide bomber,,,important,0,A suicide bomber kills at least thirteen people, kills 
1200,4462,588,at least thirteen people,,,important,0,,
1201,4468,589,Zimbabwe President Robert Mugabe,,,important,0,Zimbabwe President Robert Mugabe assigns all diamond mining operations, assigns 
1202,4469,589,all diamond mining operations,,,important,0,,
1203,4483,590,A nationwide curfew,,,important,0,A nationwide curfew remains in effect, remains in 
1204,4484,590,effect,,,important,0,,
1205,4487,591,permission,,,important,0,permission to fly unarmed surveillance planes, to fly 
1206,4488,591,unarmed surveillance planes,,,important,0,,
1207,4496,592,Austria,,,important,0,Austria dealing with 80 asylum applications, dealing with 
1208,4498,592,80 asylum applications,,,important,0,,
1209,4508,593,Russia,,,important,0,Russia buying missile defense system, buying 
1210,4511,593,missile defense system,,,important,0,,
1211,4512,594,The US and Russia,,,important,0,The US and Russia broker a truce, broker 
1212,4513,594,a truce,,,important,0,,
1213,4516,595,Jason Dalton,,,important,0,Jason Dalton charged with six counts of murder,charged with
1214,4517,595,six counts,,,important,0,,of
1215,4518,595,murder,,,important,0,,
1216,4524,596,Public Information Act,,,important,0,Public Information Act does not apply to abortion clinic license applicants, does not apply to 
1217,4525,596,abortion clinic license applicants,,,important,0,,
1218,4531,597,Philippine Senate,,,important,0,Philippine Senate disqualify boxer Manny Pacquiao, disqualify 
1219,4533,597,boxer Manny Pacquiao,,,important,0,,
1220,4538,598,Opposition leader Kizza Besigye,,,important,0,Opposition leader Kizza Besigye obtain copies of official election results,obtain
1221,4539,598,copies,,,important,0,,of
1222,4540,598,official election results,,,important,0,,
1223,4541,599,Republican candidate Ted Cruz,,,important,0,Republican candidate Ted Cruz fires campaign spokesman Rick Tyler, fires 
1224,4542,599,campaign spokesman Rick Tyler,,,important,0,,
1225,4546,600,Comoros authorities,,,important,0,Comoros authorities counting ballots, counting 
1226,4547,600,ballots,,,important,0,,
1227,4563,601,all US forests,,,important,0,all US forests threatened by drought and climate change, threatened by 
1228,4564,601,drought and climate change,,,important,0,,
1229,4565,602,militants,,,important,0,militants cut off Syrian Armys, cut off 
1230,4566,602,Syrian Armys,,,important,0,,
1231,4575,603,Cyclone Winston,,,important,0,Cyclone Winston in Fiji, in 
1232,4576,603,Fiji,,,important,0,,
1233,4578,604,Water supply,,,important,0,Water supply restored to Indian city, restored to 
1234,4579,604,Indian city,,,important,0,,
1235,4585,605,bushfires,,,important,0,bushfires threaten Victorian towns, threaten 
1236,4586,605,Victorian towns,,,important,0,,
1237,4592,606,A train,,,important,0,A train derails near Dutch town, derails near 
1238,4593,606,Dutch town,,,important,0,,
1239,4602,607,turbine hall,,,important,0,turbine hall at Didcot A Power Station, at 
1240,4603,607,Didcot A Power Station,,,important,0,,
1241,4607,608,a suspected tornado,,,important,0,a suspected tornado hits a trailer park, hits 
1242,4608,608,a trailer park,,,important,0,,
1243,4614,609,A 4.8 magnitude earthquake strikes,,,important,0,A 4.8 magnitude earthquake strikes near Wasco California, near 
1244,4615,609,Wasco California,,,important,0,,
1245,4622,610,Disease Control and Prevention,,,important,0,Disease Control and Prevention investigating Zika virus, investigating 
1246,4624,610,Zika virus,,,important,0,,
1247,4625,611,The United Arab Emirates UAE,,,important,0,The United Arab Emirates UAE bans its citizens, bans 
1248,4626,611,its citizens,,,important,0,,
1249,4638,612,China,,,important,0,China deploys several J11, deploys 
1250,4639,612,several J11,,,important,0,,
1251,4644,613,US Barack obama,,,important,0,US Barack obama close Guantanamo Bay detention Camp, close 
1252,4646,613,Guantanamo Bay detention Camp,,,important,0,,
1253,4655,614,precinct gatherings,,,important,0,precinct gatherings hold Nevada caucuses, hold 
1254,4656,614,Nevada caucuses,,,important,0,,
1255,4661,615,Turkish Air Force helicopters,,,important,0,Turkish Air Force helicopters struck Kurdistan Workers Party PKK fighters, struck 
1256,4663,615,Kurdistan Workers Party PKK fighters,,,important,0,,
1257,4668,616,French special forces,,,important,0,French special forces helping Libyan National Army troops, helping 
1258,4671,616,Libyan National Army troops,,,important,0,,
1259,4681,617,Gunmen,,,important,0,Gunmen attack a Malian military checkpoint, attack 
1260,4682,617,a Malian military checkpoint,,,important,0,,
1261,4699,618,Aden International Airport,,,important,0,Aden International Airport stormed by local progovernment gunmen, stormed by 
1262,4700,618,local progovernment gunmen,,,important,0,,
1263,4703,619,Egypts Civil Aviation Ministry,,,important,0,Egypts Civil Aviation Ministry ruled out terrorism, ruled out 
1264,4704,619,terrorism,,,important,0,,
1265,4713,620,The 2016 Brit Awards,,,important,0,The 2016 Brit Awards held at The O2, held at 
1266,4714,620,The O2,,,important,0,,
1267,4719,621,The death toll,,,important,0,The death toll in Fiji, in 
1268,4720,621,Fiji,,,important,0,,
1269,4724,622,Tara Air Flight 193 crashes,,,important,0,Tara Air Flight 193 crashes in western Nepal, in 
1270,4725,622,western Nepal,,,important,0,,
1271,4733,623,A power station,,,important,0,A power station in Oxfordshire England, in 
1272,4734,623,Oxfordshire England,,,important,0,,
1273,4739,624,a tornado,,,important,0,a tornado hits Waverly Virginia, hits 
1274,4741,624,Waverly Virginia,,,important,0,,
1275,4742,625,Australian icebreaker Aurora Australis,,,important,0,Australian icebreaker Aurora Australis runs aground in Antarctica, runs aground in 
1276,4743,625,Antarctica,,,important,0,,
1277,4753,626,Qatar and Kuwait,,,important,0,Qatar and Kuwait join Saudi Arabia Bahrain and United Arab Emirates, join 
1278,4754,626,Saudi Arabia Bahrain and United Arab Emirates,,,important,0,,
1279,4764,627,Shi kma interrogation provision,,,important,0,Shi kma interrogation provision in Ashkelon, in 
1280,4765,627,Ashkelon,,,important,0,,
1281,4776,628,US National Security Advisor Susan Rice and Chinese Foreign Minister Wang Yi,,,important,0,US National Security Advisor Susan Rice and Chinese Foreign Minister Wang Yi agree on a draft resolution, agree on 
1282,4777,628,a draft resolution,,,important,0,,
1283,4788,629,a murdersuicide,,,important,0,a murdersuicide in Phoenix Arizona, in 
1284,4789,629,Phoenix Arizona,,,important,0,,
1285,4795,630,Former California state senator Leland Yee,,,important,0,Former California state senator Leland Yee sentenced to five years imprisonment, sentenced to 
1286,4796,630,five years imprisonment,,,important,0,,
1287,4799,631,Hungary,,,important,0,Hungary hold a referendum, hold 
1288,4800,631,a referendum,,,important,0,,
1289,4803,632,South Koreas opposition,,,important,0,South Koreas opposition holds a parliamentary filibuster, holds 
1290,4804,632,a parliamentary filibuster,,,important,0,,
1291,4820,633,ban,,,important,0,ban reduced from eight to six years, reduced from 
1292,4821,633,eight to six years,,,important,0,,
1293,4823,634,control,,,important,0,control of strategic village, of 
1294,4824,634,strategic village,,,important,0,,
1295,4826,635,Two suicide bombers,,,important,0,Two suicide bombers attack a Shiite mosque , attack  
1296,4827,635,a Shiite mosque,,,important,0,,
