index,event_id,Final_Goal_Test
2821,1384, murdered in 
2823,1385, proposes 
2825,1386, against 
2827,1387, continue in  of 
2830,1388, against 
2832,1389, wanted to register as 
2834,1390, hit 
2836,1391, in 
2838,1392, being kidnapped in 
2840,1393, wins 
2842,1394, drop in 
2844,1395, ought to crack down 
2846,1396, postpone 
2848,1397, have been asked to leave 
2850,1398, kills 
2852,1399, drown in 
2854,1400, across 
2856,1401, in 
2858,1402, Amanda criticizes 
2860,1403, sending 
2862,1404, in 
2864,1405, defends 
2866,1406, fails to exceed 
2868,1407, against 
2870,1408, participate in 
2872,1409, reported in 
2874,1410, explodes 
2876,1411, following 
2878,1412, carried out by 
2880,1413, has risen to 
2882,1414, criticized after referring to Septembe 11 attacks
2884,1415, joined 
2886,1416, appealed to 
2888,1417, regarding 
2890,1418, in 
2892,1419, goes on trail
2894,1420, rules 
2896,1421, rejects 
2898,1422, against 
2900,1423, in 
2902,1424, apologizes for making 
2904,1425, announce  of 
2907,1426, on  of 
2910,1427, in 
2912,1428, in 
2914,1429, ends 
2916,1430, broke 
2918,1431, accuses 
2920,1432, agree in 
2922,1433, replace 
2924,1434, in 
2926,1435, near 
2928,1436, at 
2930,1437, to prevent 
2932,1438, proposes offering Ukraine visefree travel
2934,1439, reopens 
2936,1440, issues 
2938,1441, files 
2940,1442, against 
2942,1443, violates  of 
2945,1444,Australia and US should cut their ties
2947,1445, wins 
2949,1446, laid against 
2951,1447, exposed by 
2953,1448, burned 
2955,1449, introduced in 
2957,1450, blamed on 
2959,1451, quitting 
2961,1452, reneges on 
2963,1453, continue against 
2965,1454, crosses 
2967,1455, claims 
2969,1456, killed 
2971,1457, celebrates 
2973,1458, sought by 
2975,1459, operate for 
2977,1460, dies at 
2979,1461, reaches  with 
2982,1462, suspends 
2984,1463, in 
2986,1464, killed after 
2988,1465,Austalia and US should cut 
2990,1466, besieged by 
2992,1467, in 
2994,1468, alerts citizens to avoid 
2996,1469, in 
2998,1470, amid 
3000,1471, shot 
3002,1472, banning 
3004,1473, cancels 
3006,1474, reelected for 
3008,1475, cover 
3010,1476, lit outside of 
3013,1477, scheduled to play 
3015,1478, near 
3017,1479, killed 
3019,1480, kills 
3021,1481, killed 
3023,1482, in 
3025,1483, conducts 
3027,1484, vote to place 
3029,1485, announces withdraw 
3031,1486, has received 
3033,1487, derails near 
3035,1488, storing 
3037,1489, have been killed in 
3039,1490, of 
3041,1491, in 
3043,1492, remain in 
3045,1493, passes 
3047,1494, in 
3049,1495, in 
3051,1496, accuses 
3053,1497, accused of stalking 
3055,1498, murdered in 
3057,1499, have been killed in 
3059,1500, convicted 
3061,1501, imposing  on 
3064,1502, killing 
3066,1503, registered 
3068,1504, discover 
3070,1505, working on 
3072,1506, derived from 
3074,1507, discover  of 
3077,1508, at 
3079,1509, claims  of 
3082,1510, kill 
3084,1511, along with 
3086,1512, kill 
3088,1513, of 
3090,1514, commemorates  of 
3093,1515, of 
3095,1516, prepared for 
3097,1517, catches 
3099,1518, in 
3101,1519, have launched 
3103,1520, accuses 
3105,1521, between kurdish Asayish forces
3107,1522, ready to halt 
3109,1523, killed in 
3111,1524, in 
3113,1525, bows to 
3115,1526, traveling from 
3117,1527, endorse 
3119,1528, offered 
3121,1529, against proposed 
3123,1530, could not be considered credible under 
3125,1531, as 
3127,1532, across 
3129,1533, in 
3131,1534, kill 
3133,1535, fired by from 
3135,1536, deploys 
3137,1537, taking 
3139,1538, arrested in 
3141,1539, freed from 
3143,1540, expected to win as  
3146,1541, staved off 
3148,1542, held in 
3150,1543, elect 
3152,1544, demonstrate in 
3154,1545,Spains King Felipe VI announces an unprecedented repeat parliamentary election
3156,1546, killed in 
3158,1547, killed in 
3160,1548, will send 
3162,1549, in 
3164,1550, and  recapture 
3168,1551, kidnapped in 
3170,1552, by 
3172,1553, collapses into 
3174,1554, known as 
3176,1555, launches 
3178,1556, on 
3180,1557, have died in 
3182,1558, on 
3184,1559, reach  
3186,1560, urges 
3188,1561, killed over 
3190,1562, against 
3192,1563, has deported 
3194,1564, brought by 
3196,1565, oppositions proposed amendment to change 
3198,1566, of 
3200,1567, rejects 
3202,1568,win
3203,1569, stayed due to 
3205,1570, top seed in 
3207,1571, kills 
3209,1572, claims responsibilty
3211,1573, commemorates  of 
3214,1574, to build 
3216,1575, has used 
3218,1576, go on 
3220,1577, damages 
3222,1578, appears to be preparing 
3224,1579, failed to act on 
3226,1580, deploys 
3228,1581, on 
3230,1582, into 
3232,1583, since  
3234,1584, in 
3236,1585, of 
3238,1586, arrives in 
3240,1587, break out between  
3242,1588, for 
3244,1589, against 
3246,1590, gains  of 
3249,1591, announces an unprecendented repeat parliamentary election
3251,1592, off for 
3253,1593, plan to kidnap 
3255,1594, of 
3257,1595, kill two Palestinian assailant
3259,1596, from 
3261,1597, in 
3263,1598, warns 
3265,1599, in 
3267,1600, are testing 
3269,1601, sinks to become 
3271,1602, earthquakehit 
3273,1603, of 
3275,1604, will ask 
3277,1605, in 
3279,1606, passes 
3281,1607, will discuss 
3283,1608, expelled 
3285,1609, has killed 
3287,1610, of 
3289,1611, to 
3291,1612, sentenced to 
3293,1613, ban 
3295,1614, to 
3297,1615, capture  in 
3300,1616, protest  of 
3303,1617, will hold 
3305,1618, as 
3307,1619, suspended from 
3309,1620, replaced by 
3311,1621, agree on 
3313,1622, on 
3315,1623, denying 
3317,1624, of Misubishi
3319,1625, acquires 
3321,1626, close  in 
3324,1627, provide iodine pills
3325,1628, help revive failing 
3327,1629, will prevent 
3329,1630, votes to adopt 
3331,1631, in 
3333,1632, imposing 
3335,1633, rejects 
3337,1634, blacklists 
3339,1635, commemorates 
3341,1636, becomes 
3343,1637, sworn in with 
3345,1638, suspended by 
3347,1639, holds 
3349,1640, longest serving 
3351,1641, launches 
3353,1642, with 
3355,1643, will be providing 
3357,1644, grew by 
3359,1645, hits off 
3361,1646, carrying 
3363,1647, in 
3365,1648, between 
3367,1649, under 
3369,1650, in 
3371,1651, in 
3373,1652, commemorates 
3375,1653, for alleged spying
3376,1654, against 
3378,1655, having recently suffered a loss in 
3380,1656, for 
3382,1657, won 
3384,1658, erupt in 
3386,1659, against 
3388,1660, of 
3390,1661, in 
3392,1662, have hit 
3394,1663, hacked to 
3396,1664, of 
3398,1665, in 
3400,1666, rises to 
3402,1667, collapses in 
3404,1668, in 
3406,1669, under 
3408,1670, rescued by 
3410,1671, killed in 
3412,1672, denies 
3414,1673, on 
3416,1674, intercepted  
3418,1675, in 
3420,1676, face 
3422,1677, endorses 
3424,1678, accuse 
3426,1679, in 
3428,1680, hits 
3430,1681, by 
3432,1682, capture 
3434,1683, kill 
3436,1684, release 
3438,1685, of 
3440,1686, destroyed in 
3442,1687, searching for 
3444,1688, occured in 
3446,1689, sent from 
3448,1690, in 
3450,1691, worked for 
3452,1692, good for 
3454,1693, set for 
3456,1694, leave 
3458,1695, will default on 
3460,1696, arrest 
3462,1697, win 
3464,1698, kill 
3466,1699, will join 
3468,1700, in 
3470,1701, suffers 
3472,1702, have been raised as to 
3474,1703, calls 
3476,1704, found on 
3478,1705, arrive in 
3480,1706, in 
3482,1707, propose relaxing  for 
3485,1708, in 
3487,1709, had opposed since 
3489,1710, in 
3491,1711, in 
3493,1712, sets  alight in 
3496,1713, faces 
3498,1714, fai to meet a deadline to form 
3500,1715, orbiting 
3502,1716, hits 
3504,1717, killed 
3506,1718, scuttled in 
3508,1719, announced as  of 
3511,1720, continues to suffer amid 
3513,1721, destroyed by 
3515,1722, on 
3517,1723, suing  of 
3520,1724, from 
3522,1725, to 
3524,1726, sues 
3526,1727, smuggle 
3528,1728, for 
3530,1729, joined 
3532,1730, wins 
3534,1731, resigns as 
3536,1732, in 
3538,1733, threatens to behead 
3540,1734, between 
3542,1735, launch 
3544,1736, armed with 
3546,1737, with 
3548,1738, continues to fall for 
3550,1739, close after 
3552,1740, off 
3554,1741, for 
3556,1742, violates 
3558,1743, will withdraw  from 
3561,1744, suspends 
3563,1745, alloe public to access 
3565,1746, beat 
3567,1747, in 
3569,1748, shoot 
3571,1749, killed in 
3573,1750, fell 
3575,1751, plunges into 
3577,1752, fires warning at 
3579,1753, for obstructing 
3581,1754, agrees to pay 
3583,1755, finds  
3585,1756, attack 
3587,1757, announces 
3589,1758, to cast 
3591,1759, endorses 
3593,1760,  scheduled will moved from 
3596,1761, between 
3598,1762, on 
3600,1763, holds 
3602,1764, votes 
3604,1765, successfully put into 
3606,1766, dies after collapsing during 
3608,1767, in 
3610,1768, killed in 
3612,1769, convict 
3614,1770, have taken in 
3616,1771, for 
3618,1772, conclude with 
3620,1773, in 
3622,1774, dies in 
3624,1775, wins 
3626,1776, kill 
3628,1777, killed in  with 
3631,1778, shelling 
3633,1779, in 
3635,1780, missing in 
3637,1781, rules out  
3639,1782, hang 
3641,1783, shoot 
3643,1784, has called 
3645,1785, replaces 
3647,1786, targeting 
3649,1787, by 
3651,1788, kills 
3653,1789, go online at 
3655,1790, in 
3657,1791, in 
3659,1792, detained in 
3661,1793, with 
3663,1794, resigns after 
3665,1795, acting  of  of 
3669,1796, occurs visible from 
3671,1797, suspended by 
3673,1798, rescued in 
3675,1799, killed in 
3677,1800, blocks  
3680,1801, killed iin 
3682,1802, at 
3684,1803, being treated for 
3686,1804,a jury trail on 
3688,1805, continues to lead in 
3690,1806, rejects 
3692,1807, discovered by 
3694,1808, first player ever to receive 
3696,1809, play 
3698,1810, in 
3700,1811, raises 
3702,1812, dated at 
3704,1813, off 
3706,1814, executed for 
3708,1815, in 
3710,1816, at 
3712,1817, to annul 
3714,1818, are not optimistic about 
3716,1819, gives 
3718,1820, in 
3720,1821, kill 
3722,1822, at 
3724,1823, for 
3726,1824, in 
3728,1825, of 
3730,1826, threatens 
3732,1827, launched by 
3734,1828, against 
3736,1829, decertify  of 
3739,1830, found living in 
3741,1831, in 
3743,1832, killed outside 
3745,1833, in 
3747,1834, near 
3749,1835, breaks out at 
3751,1836, being in 
3753,1837, threatens to neutrallize 
3755,1838, by 
3757,1839, advise 
3759,1840, assumes 
3761,1841, declares  of 
3764,1842, appointed as  of 
3767,1843, on 
3769,1844, killed by 
3771,1845, attack 
3773,1846, wins 
3775,1847, in 
3777,1848, on 
3779,1849, hacked to 
3781,1850, breaks out in 
3783,1851, in 
3785,1852, wins 
3787,1853, defeats 
3789,1854, in 
3791,1855, kills 
3793,1856, collides with 
3795,1857, vows to reintroduce 
3797,1858, led to arrest of 
3799,1859, in 
3801,1860, win 
3803,1861, evacuated from 
3805,1862, written by 
3807,1863, announces to buy 
3809,1864,a popular tourisr resort in 
3811,1865, targeting Clan Asuga gang
3813,1866, in 
3815,1867, proposed  of 
3818,1868, in 
3820,1869, targeting 
3822,1870, in 
3824,1871, around Dort McMurray
3826,1872, detecting 
3828,1873, detained in 
3830,1874, passes 
3832,1875, kill 
3834,1876, fired 
3836,1877, in 
3838,1878,imporper fuel economy tests for 
3840,1879,Mark Zuckeberg CEO met with 
3842,1880, triggered in 
3844,1881, hits 
3846,1882, on 
3848,1883, featuring 
3850,1884, convicted of murdering 
3852,1885, in 
3854,1886, between Jaysh allslam and rival factions
3856,1887, in 
3858,1888, in 
3860,1889,  sold for  
3864,1890, merge with  and 
3867,1891, held 
3869,1892,Egypt Flight 804 between 
3871,1893, during 
3873,1894,a speedy trail does not guarantee 
3875,1895, resigns from 
3877,1896,Montenegro sign 
3879,1897, helped by 
3881,1898, expresses 
3883,1899, suspends  in 
3886,1900,  flee  
3889,1901, of  have been found in 
3892,1902, soar to 
3894,1903, killed in 
3896,1904, in 
3898,1905, infected with 
3900,1906, condemns 
3902,1907, meeting at 
3904,1908, to impeach 
3906,1909, approves extraadition of 
3909,1910, shoots 
3911,1911, sworn in as  of 
3914,1912, announces his resignation
3915,1913, passes 
3917,1914, in 
3919,1915, hacked to death in 
3921,1916, killed in 
3923,1917, in 
3925,1918, in 
3927,1919, in 
3929,1920, rejects 
3931,1921, is doubling 
3933,1922, stormed 
3935,1923, detain  of 
3938,1924, holds 
3940,1925, dead in 
3942,1926, in 
3944,1927, wins 
3946,1928, beat 
3948,1929, for 
3950,1930,six Indian paramilitary soliders in 
3952,1931, to recapture 
3954,1932, directed by 
3956,1933, in 
3958,1934, in 
3960,1935, threatens to cut off 
3962,1936, kills 
3964,1937, killed in 
3966,1938, of 
3968,1939,The only leagal party in 
3970,1940, in Tajiskistan 
3972,1941, will have 
3974,1942,car bombs and suicide attacks in 
3976,1943, in 
3978,1944, Breaking 
3980,1945, killed in 
3982,1946, in 
3984,1947, makes 
3986,1948, at 
3988,1949, near 
3990,1950, ends 
3992,1951, opens in 
3994,1952, meets with 
3996,1953, lead to  of 
3999,1954, investigated by 
4001,1955, results in  of terms limits
4004,1956, apppointed  of 
4007,1957, elected  of 
4010,1958, in 
4012,1959, wins 
4014,1960, launched Vehicle demostrator mission RLVTD NASA Spacefight
4016,1961, with 
4018,1962, in 
4020,1963, led by Kurdish forces
4021,1964, killed in 
4023,1965, rejects 
4025,1966, collapses in 
4027,1967, caused by 
4029,1968, begin 
4031,1969, on 
4033,1970, in central Paris
4034,1971, against 
4036,1972, affiliated with 
4038,1973, elects Ahmed Jannati
4040,1974, approves his ally Binali YAldrAm
4042,1975, died recently in drone strike
4044,1976, agrees to 
4046,1977, die in 
4048,1978, with 
4050,1979, criticized by 
4052,1980, defeat 
4054,1981, and  recapture 
4057,1982, announce  of 
4060,1983, in 
4062,1984, in 
4064,1985, drown in 
4066,1986, resistant to colistin 
4068,1987, criticizes 
4070,1988, plans to import arms
4071,1989, for 
4073,1990, punishable by 
4075,1991, against 
4077,1992, brought against 
4079,1993, punishes 
4081,1994, dound to have attacked 
4083,1995, led by 
4085,1996, secured enough delegates to secure 
4087,1997, defeat 
4089,1998, killed including 
4091,1999, in  
